,LAT,LON,YEAR,DOY,T2M,QV2M,GWETROOT,PRECTOTCORR
14252,18.0,78.125,2025,107,32.91,11.07,0.46,0.3
14253,18.0,78.75,2025,107,32.52,12.52,0.46,0.06
14254,18.0,79.375,2025,107,32.8,13.87,0.46,0.0
14255,18.0,80.0,2025,107,32.17,14.77,0.47,0.0
14256,18.5,73.75,2025,107,29.34,11.97,0.48,0.0
14257,18.5,74.375,2025,107,31.55,10.47,0.58,0.0
14258,18.5,75.0,2025,107,32.74,9.55,0.59,0.0
14259,18.5,75.625,2025,107,32.99,8.45,0.59,0.01
14260,18.5,76.25,2025,107,33.07,7.74,0.59,0.12
14261,18.5,76.875,2025,107,33.85,7.93,0.6,0.32
14262,18.5,77.5,2025,107,34.64,8.12,0.6,0.32
14263,18.5,78.125,2025,107,33.73,9.95,0.53,0.22
14264,18.5,78.75,2025,107,33.64,11.63,0.53,0.04
14265,18.5,79.375,2025,107,33.86,13.16,0.52,0.0
14266,18.5,80.0,2025,107,33.15,14.17,0.5,0.0
14267,19.0,73.75,2025,107,29.68,11.98,0.46,0.0
14268,19.0,74.375,2025,107,31.4,10.07,0.53,0.0
14269,19.0,75.0,2025,107,32.68,9.0,0.59,0.0
14270,19.0,75.625,2025,107,33.21,8.12,0.59,0.0
14271,19.0,76.25,2025,107,33.65,7.57,0.59,0.05
14272,19.0,76.875,2025,107,34.43,7.52,0.59,0.14
14273,19.0,77.5,2025,107,35.05,7.46,0.56,0.14
14274,19.0,78.125,2025,107,34.17,8.92,0.57,0.08
14275,19.0,78.75,2025,107,34.17,10.97,0.54,0.01
14276,19.0,79.375,2025,107,34.25,12.6,0.56,0.0
14277,19.0,80.0,2025,107,33.59,13.62,0.56,0.0
14278,19.5,73.75,2025,107,30.06,11.53,0.51,0.0
14279,19.5,74.375,2025,107,31.76,9.51,0.53,0.0
14280,19.5,75.0,2025,107,32.9,8.8,0.59,0.0
14281,19.5,75.625,2025,107,33.57,8.17,0.59,0.0
14282,19.5,76.25,2025,107,34.11,7.57,0.59,0.01
14283,19.5,76.875,2025,107,34.58,7.31,0.57,0.03
14284,19.5,77.5,2025,107,34.69,7.05,0.53,0.03
14285,19.5,78.125,2025,107,34.44,8.27,0.55,0.01
14286,19.5,78.75,2025,107,34.4,10.52,0.52,0.0
14287,19.5,79.375,2025,107,34.27,12.02,0.54,0.0
14288,19.5,80.0,2025,107,33.57,12.94,0.57,0.0
14289,20.0,73.75,2025,107,30.08,10.96,0.56,0.0
14290,20.0,74.375,2025,107,32.09,9.22,0.57,0.0
14291,20.0,75.0,2025,107,32.8,8.7,0.59,0.0
14292,20.0,75.625,2025,107,32.93,8.26,0.59,0.0
14293,20.0,76.25,2025,107,33.53,7.73,0.59,0.0
14294,20.0,76.875,2025,107,34.27,7.27,0.57,0.0
14295,20.0,77.5,2025,107,34.77,7.05,0.55,0.0
14296,20.0,78.125,2025,107,35.28,7.67,0.55,0.0
14297,20.0,78.75,2025,107,35.09,10.1,0.59,0.0
14298,20.0,79.375,2025,107,34.74,11.45,0.58,0.0
14299,20.0,80.0,2025,107,33.76,12.11,0.53,0.0
14300,18.0,73.75,2025,108,29.74,12.47,0.48,0.0
14301,18.0,74.375,2025,108,31.56,10.69,0.57,0.0
14302,18.0,75.0,2025,108,33.84,9.11,0.59,0.0
14303,18.0,75.625,2025,108,34.79,7.78,0.59,0.0
14304,18.0,76.25,2025,108,34.16,8.23,0.59,0.07
14305,18.0,76.875,2025,108,33.28,9.92,0.6,0.82
14306,18.0,77.5,2025,108,32.45,11.91,0.59,3.93
14307,18.0,78.125,2025,108,31.87,13.44,0.47,6.78
14308,18.0,78.75,2025,108,32.35,13.73,0.47,5.36
14309,18.0,79.375,2025,108,33.63,13.82,0.46,1.47
14310,18.0,80.0,2025,108,33.2,14.27,0.47,0.09
14311,18.5,73.75,2025,108,29.69,12.08,0.48,0.0
14312,18.5,74.375,2025,108,32.24,10.16,0.57,0.0
14313,18.5,75.0,2025,108,33.66,8.46,0.59,0.0
14314,18.5,75.625,2025,108,33.91,7.32,0.59,0.0
14315,18.5,76.25,2025,108,33.84,7.39,0.59,0.01
14316,18.5,76.875,2025,108,34.16,8.49,0.6,0.09
14317,18.5,77.5,2025,108,34.19,9.99,0.6,0.66
14318,18.5,78.125,2025,108,33.55,11.83,0.53,2.0
14319,18.5,78.75,2025,108,34.14,12.5,0.53,1.32
14320,18.5,79.375,2025,108,34.9,13.08,0.52,0.38
14321,18.5,80.0,2025,108,34.19,13.56,0.5,0.25
14322,19.0,73.75,2025,108,30.1,11.83,0.46,0.0
14323,19.0,74.375,2025,108,32.06,9.51,0.53,0.0
14324,19.0,75.0,2025,108,33.38,7.96,0.59,0.0
14325,19.0,75.625,2025,108,33.97,7.25,0.59,0.0
14326,19.0,76.25,2025,108,34.54,7.17,0.59,0.0
14327,19.0,76.875,2025,108,35.53,7.51,0.59,0.0
14328,19.0,77.5,2025,108,35.3,8.48,0.56,0.0
14329,19.0,78.125,2025,108,34.73,10.39,0.57,0.0
14330,19.0,78.75,2025,108,35.05,11.8,0.54,0.04
14331,19.0,79.375,2025,108,35.45,12.58,0.56,0.14
14332,19.0,80.0,2025,108,34.7,13.11,0.56,0.76
14333,19.5,73.75,2025,108,30.5,11.27,0.51,0.0
14334,19.5,74.375,2025,108,32.35,8.95,0.53,0.0
14335,19.5,75.0,2025,108,33.55,7.85,0.59,0.0
14336,19.5,75.625,2025,108,34.27,7.37,0.59,0.0
14337,19.5,76.25,2025,108,34.95,7.13,0.59,0.0
14338,19.5,76.875,2025,108,35.73,7.29,0.57,0.0
14339,19.5,77.5,2025,108,35.7,7.66,0.53,0.0
14340,19.5,78.125,2025,108,35.59,9.18,0.55,0.0
14341,19.5,78.75,2025,108,35.59,11.16,0.52,0.02
14342,19.5,79.375,2025,108,35.6,12.17,0.54,0.2
14343,19.5,80.0,2025,108,34.81,12.72,0.57,0.98
14344,20.0,73.75,2025,108,30.54,10.65,0.56,0.0
14345,20.0,74.375,2025,108,32.7,8.54,0.57,0.0
14346,20.0,75.0,2025,108,33.44,7.88,0.59,0.0
14347,20.0,75.625,2025,108,33.54,7.41,0.59,0.0
14348,20.0,76.25,2025,108,34.06,7.03,0.59,0.0
14349,20.0,76.875,2025,108,34.84,7.14,0.57,0.0
14350,20.0,77.5,2025,108,35.7,7.4,0.55,0.0
14351,20.0,78.125,2025,108,36.63,8.18,0.55,0.0
14352,20.0,78.75,2025,108,36.38,10.25,0.59,0.01
14353,20.0,79.375,2025,108,36.06,11.63,0.58,0.1
14354,20.0,80.0,2025,108,35.04,12.14,0.53,0.37
14355,18.0,73.75,2025,109,29.88,11.32,0.48,0.0
14356,18.0,74.375,2025,109,31.43,9.92,0.57,0.0
14357,18.0,75.0,2025,109,33.33,9.39,0.59,0.02
14358,18.0,75.625,2025,109,34.46,8.6,0.59,0.08
14359,18.0,76.25,2025,109,34.42,8.36,0.59,0.11
14360,18.0,76.875,2025,109,34.18,9.25,0.6,0.09
14361,18.0,77.5,2025,109,33.57,11.12,0.59,0.51
14362,18.0,78.125,2025,109,32.52,13.01,0.47,1.61
14363,18.0,78.75,2025,109,32.23,14.15,0.47,4.08
14364,18.0,79.375,2025,109,33.9,14.41,0.47,2.86
14365,18.0,80.0,2025,109,34.29,14.54,0.47,0.78
14366,18.5,73.75,2025,109,29.4,10.95,0.48,0.0
14367,18.5,74.375,2025,109,31.77,9.4,0.57,0.0
14368,18.5,75.0,2025,109,33.07,8.62,0.59,0.01
14369,18.5,75.625,2025,109,33.57,7.7,0.59,0.03
14370,18.5,76.25,2025,109,34.01,7.34,0.59,0.03
14371,18.5,76.875,2025,109,34.71,8.05,0.59,0.05
14372,18.5,77.5,2025,109,35.43,9.2,0.6,0.3
14373,18.5,78.125,2025,109,34.59,10.87,0.53,0.74
14374,18.5,78.75,2025,109,34.44,11.92,0.53,1.94
14375,18.5,79.375,2025,109,35.5,12.76,0.53,1.34
14376,18.5,80.0,2025,109,35.2,13.74,0.5,0.82
14377,19.0,73.75,2025,109,29.64,10.69,0.46,0.0
14378,19.0,74.375,2025,109,31.38,8.7,0.53,0.0
14379,19.0,75.0,2025,109,32.83,7.78,0.59,0.0
14380,19.0,75.625,2025,109,33.77,6.96,0.59,0.0
14381,19.0,76.25,2025,109,34.67,6.59,0.59,0.01
14382,19.0,76.875,2025,109,35.38,7.04,0.59,0.01
14383,19.0,77.5,2025,109,35.93,7.9,0.56,0.07
14384,19.0,78.125,2025,109,35.89,9.06,0.57,0.29
14385,19.0,78.75,2025,109,35.71,10.08,0.54,0.6
14386,19.0,79.375,2025,109,36.21,11.31,0.56,0.77
14387,19.0,80.0,2025,109,35.6,12.96,0.56,0.97
14388,19.5,73.75,2025,109,29.87,10.27,0.51,0.0
14389,19.5,74.375,2025,109,31.47,8.21,0.53,0.0
14390,19.5,75.0,2025,109,33.06,7.29,0.59,0.0
14391,19.5,75.625,2025,109,34.19,6.64,0.59,0.0
14392,19.5,76.25,2025,109,35.11,6.24,0.59,0.0
14393,19.5,76.875,2025,109,35.18,6.34,0.57,0.0
14394,19.5,77.5,2025,109,35.44,6.79,0.53,0.03
14395,19.5,78.125,2025,109,36.32,7.78,0.55,0.05
14396,19.5,78.75,2025,109,36.4,8.9,0.52,0.5
14397,19.5,79.375,2025,109,36.52,10.05,0.54,1.14
14398,19.5,80.0,2025,109,35.76,11.9,0.57,1.25
14399,20.0,73.75,2025,109,29.8,9.5,0.56,0.0
14400,20.0,74.375,2025,109,31.74,7.76,0.57,0.0
14401,20.0,75.0,2025,109,33.02,6.94,0.59,0.0
14402,20.0,75.625,2025,109,33.49,6.44,0.59,0.0
14403,20.0,76.25,2025,109,34.25,6.14,0.59,0.0
14404,20.0,76.875,2025,109,34.61,6.08,0.57,0.0
14405,20.0,77.5,2025,109,35.14,6.08,0.55,0.03
14406,20.0,78.125,2025,109,36.56,6.58,0.55,0.07
14407,20.0,78.75,2025,109,37.19,7.93,0.59,0.65
14408,20.0,79.375,2025,109,37.2,9.1,0.58,1.39
14409,20.0,80.0,2025,109,36.1,10.48,0.53,1.46
14410,18.0,73.75,2025,110,30.15,9.39,0.48,0.0
14411,18.0,74.375,2025,110,31.76,8.32,0.56,0.0
14412,18.0,75.0,2025,110,33.55,8.12,0.59,0.0
14413,18.0,75.625,2025,110,34.65,7.41,0.59,0.0
14414,18.0,76.25,2025,110,34.63,7.03,0.59,0.02
14415,18.0,76.875,2025,110,34.19,7.7,0.6,0.01
14416,18.0,77.5,2025,110,33.79,9.2,0.59,0.0
14417,18.0,78.125,2025,110,33.44,10.94,0.47,0.0
14418,18.0,78.75,2025,110,33.26,12.28,0.47,0.0
14419,18.0,79.375,2025,110,34.87,13.54,0.46,0.05
14420,18.0,80.0,2025,110,35.16,14.38,0.47,0.24
14421,18.5,73.75,2025,110,29.49,9.24,0.48,0.0
14422,18.5,74.375,2025,110,31.72,8.22,0.57,0.0
14423,18.5,75.0,2025,110,33.01,7.66,0.59,0.0
14424,18.5,75.625,2025,110,33.5,6.92,0.59,0.0
14425,18.5,76.25,2025,110,34.0,6.57,0.59,0.0
14426,18.5,76.875,2025,110,34.47,6.82,0.59,0.01
14427,18.5,77.5,2025,110,34.95,7.31,0.6,0.0
14428,18.5,78.125,2025,110,34.74,8.46,0.53,0.0
14429,18.5,78.75,2025,110,35.0,9.93,0.53,0.0
14430,18.5,79.375,2025,110,36.28,11.98,0.52,0.04
14431,18.5,80.0,2025,110,36.33,13.57,0.5,0.23
14432,19.0,73.75,2025,110,29.55,9.29,0.46,0.0
14433,19.0,74.375,2025,110,31.06,7.94,0.53,0.0
14434,19.0,75.0,2025,110,32.54,7.22,0.59,0.0
14435,19.0,75.625,2025,110,33.34,6.67,0.59,0.0
14436,19.0,76.25,2025,110,34.35,6.39,0.59,0.0
14437,19.0,76.875,2025,110,35.16,6.51,0.59,0.0
14438,19.0,77.5,2025,110,35.46,6.54,0.56,0.0
14439,19.0,78.125,2025,110,35.32,6.72,0.57,0.0
14440,19.0,78.75,2025,110,35.64,7.91,0.54,0.0
14441,19.0,79.375,2025,110,36.64,10.38,0.56,0.02
14442,19.0,80.0,2025,110,36.63,12.83,0.56,0.12
14443,19.5,73.75,2025,110,29.56,9.07,0.51,0.0
14444,19.5,74.375,2025,110,30.99,7.73,0.53,0.0
14445,19.5,75.0,2025,110,32.54,7.11,0.59,0.0
14446,19.5,75.625,2025,110,33.56,6.62,0.59,0.0
14447,19.5,76.25,2025,110,34.64,6.31,0.59,0.0
14448,19.5,76.875,2025,110,35.04,6.43,0.57,0.0
14449,19.5,77.5,2025,110,35.18,6.34,0.53,0.0
14450,19.5,78.125,2025,110,35.66,6.04,0.54,0.0
14451,19.5,78.75,2025,110,35.77,6.45,0.52,0.0
14452,19.5,79.375,2025,110,36.44,8.46,0.54,0.0
14453,19.5,80.0,2025,110,36.34,11.52,0.57,0.03
14454,20.0,73.75,2025,110,29.22,8.68,0.56,0.0
14455,20.0,74.375,2025,110,31.15,7.39,0.57,0.0
14456,20.0,75.0,2025,110,32.33,6.93,0.59,0.0
14457,20.0,75.625,2025,110,32.82,6.54,0.59,0.0
14458,20.0,76.25,2025,110,33.79,6.41,0.59,0.0
14459,20.0,76.875,2025,110,34.37,6.48,0.57,0.0
14460,20.0,77.5,2025,110,34.82,6.27,0.55,0.0
14461,20.0,78.125,2025,110,36.08,5.98,0.55,0.0
14462,20.0,78.75,2025,110,36.34,6.04,0.59,0.0
14463,20.0,79.375,2025,110,36.48,6.92,0.58,0.0
14464,20.0,80.0,2025,110,36.25,9.22,0.53,0.0
14465,18.0,73.75,2025,111,30.47,10.24,0.48,0.0
14466,18.0,74.375,2025,111,31.85,8.09,0.56,0.0
14467,18.0,75.0,2025,111,33.48,6.99,0.59,0.0
14468,18.0,75.625,2025,111,34.58,6.44,0.59,0.0
14469,18.0,76.25,2025,111,34.51,6.69,0.59,0.01
14470,18.0,76.875,2025,111,34.24,8.21,0.6,0.03
14471,18.0,77.5,2025,111,33.82,9.92,0.59,0.01
14472,18.0,78.125,2025,111,33.35,12.27,0.46,0.0
14473,18.0,78.75,2025,111,33.28,13.38,0.47,0.0
14474,18.0,79.375,2025,111,34.75,13.41,0.46,0.05
14475,18.0,80.0,2025,111,34.96,13.53,0.46,0.25
14476,18.5,73.75,2025,111,29.82,10.39,0.48,0.0
14477,18.5,74.375,2025,111,32.0,8.07,0.57,0.0
14478,18.5,75.0,2025,111,32.92,6.66,0.59,0.0
14479,18.5,75.625,2025,111,33.25,6.18,0.59,0.0
14480,18.5,76.25,2025,111,33.62,6.13,0.59,0.0
14481,18.5,76.875,2025,111,34.16,6.71,0.59,0.0
14482,18.5,77.5,2025,111,34.95,8.08,0.59,0.0
14483,18.5,78.125,2025,111,34.59,10.53,0.53,0.0
14484,18.5,78.75,2025,111,34.92,12.52,0.53,0.0
14485,18.5,79.375,2025,111,35.93,13.07,0.52,0.03
14486,18.5,80.0,2025,111,35.94,13.45,0.5,0.13
14487,19.0,73.75,2025,111,29.94,10.27,0.46,0.0
14488,19.0,74.375,2025,111,31.55,7.71,0.53,0.0
14489,19.0,75.0,2025,111,32.49,6.51,0.59,0.0
14490,19.0,75.625,2025,111,33.04,6.23,0.59,0.0
14491,19.0,76.25,2025,111,33.88,6.0,0.59,0.0
14492,19.0,76.875,2025,111,34.63,6.04,0.59,0.0
14493,19.0,77.5,2025,111,35.3,6.63,0.56,0.0
14494,19.0,78.125,2025,111,35.3,8.24,0.57,0.0
14495,19.0,78.75,2025,111,35.66,11.12,0.54,0.0
14496,19.0,79.375,2025,111,36.4,12.64,0.56,0.02
14497,19.0,80.0,2025,111,36.36,13.36,0.56,0.05
14498,19.5,73.75,2025,111,29.96,9.74,0.51,0.0
14499,19.5,74.375,2025,111,31.53,7.41,0.53,0.0
14500,19.5,75.0,2025,111,32.58,6.67,0.59,0.0
14501,19.5,75.625,2025,111,33.35,6.45,0.59,0.0
14502,19.5,76.25,2025,111,34.26,6.09,0.59,0.0
14503,19.5,76.875,2025,111,34.68,5.87,0.57,0.0
14504,19.5,77.5,2025,111,34.93,5.89,0.53,0.0
14505,19.5,78.125,2025,111,35.46,6.57,0.54,0.0
14506,19.5,78.75,2025,111,35.81,8.79,0.52,0.0
14507,19.5,79.375,2025,111,36.34,11.35,0.54,0.0
14508,19.5,80.0,2025,111,36.32,12.81,0.57,0.01
14509,20.0,73.75,2025,111,29.65,9.13,0.56,0.0
14510,20.0,74.375,2025,111,31.69,7.15,0.57,0.0
14511,20.0,75.0,2025,111,32.41,6.71,0.59,0.0
14512,20.0,75.625,2025,111,32.57,6.53,0.59,0.0
14513,20.0,76.25,2025,111,33.43,6.26,0.59,0.0
14514,20.0,76.875,2025,111,34.12,5.91,0.57,0.0
14515,20.0,77.5,2025,111,34.76,5.73,0.55,0.0
14516,20.0,78.125,2025,111,35.76,6.02,0.55,0.0
14517,20.0,78.75,2025,111,36.39,6.86,0.59,0.0
14518,20.0,79.375,2025,111,36.59,8.88,0.58,0.0
14519,20.0,80.0,2025,111,36.19,10.89,0.53,0.0
14520,18.0,73.75,2025,112,31.8,8.82,0.48,0.2
14521,18.0,74.375,2025,112,32.83,7.47,0.56,0.57
14522,18.0,75.0,2025,112,34.47,7.59,0.59,0.47
14523,18.0,75.625,2025,112,35.44,8.44,0.59,0.16
14524,18.0,76.25,2025,112,35.0,9.9,0.59,0.02
14525,18.0,76.875,2025,112,34.3,10.84,0.59,0.0
14526,18.0,77.5,2025,112,34.21,11.29,0.58,0.01
14527,18.0,78.125,2025,112,33.98,11.95,0.46,0.01
14528,18.0,78.75,2025,112,34.24,11.95,0.47,0.0
14529,18.0,79.375,2025,112,35.56,11.89,0.46,0.0
14530,18.0,80.0,2025,112,35.29,12.43,0.46,0.0
14531,18.5,73.75,2025,112,31.28,8.35,0.48,0.01
14532,18.5,74.375,2025,112,33.16,6.57,0.57,0.06
14533,18.5,75.0,2025,112,34.01,6.08,0.59,0.07
14534,18.5,75.625,2025,112,34.21,6.41,0.59,0.03
14535,18.5,76.25,2025,112,34.42,7.44,0.59,0.0
14536,18.5,76.875,2025,112,35.02,8.77,0.59,0.0
14537,18.5,77.5,2025,112,35.7,10.4,0.59,0.0
14538,18.5,78.125,2025,112,35.46,11.26,0.53,0.0
14539,18.5,78.75,2025,112,35.86,11.02,0.53,0.0
14540,18.5,79.375,2025,112,36.73,11.09,0.52,0.0
14541,18.5,80.0,2025,112,36.51,11.56,0.5,0.0
14542,19.0,73.75,2025,112,31.46,7.62,0.46,0.0
14543,19.0,74.375,2025,112,32.71,5.96,0.53,0.0
14544,19.0,75.0,2025,112,33.56,5.39,0.59,0.0
14545,19.0,75.625,2025,112,34.04,5.34,0.59,0.0
14546,19.0,76.25,2025,112,34.62,5.65,0.59,0.0
14547,19.0,76.875,2025,112,35.48,6.4,0.59,0.0
14548,19.0,77.5,2025,112,36.02,8.03,0.56,0.0
14549,19.0,78.125,2025,112,36.22,9.56,0.57,0.0
14550,19.0,78.75,2025,112,36.41,9.92,0.54,0.0
14551,19.0,79.375,2025,112,37.04,10.34,0.56,0.0
14552,19.0,80.0,2025,112,36.96,11.08,0.56,0.0
14553,19.5,73.75,2025,112,31.43,7.24,0.51,0.0
14554,19.5,74.375,2025,112,32.59,5.71,0.53,0.0
14555,19.5,75.0,2025,112,33.56,5.34,0.59,0.0
14556,19.5,75.625,2025,112,34.28,5.12,0.59,0.0
14557,19.5,76.25,2025,112,34.86,5.11,0.59,0.0
14558,19.5,76.875,2025,112,35.09,5.41,0.57,0.0
14559,19.5,77.5,2025,112,35.33,5.76,0.53,0.0
14560,19.5,78.125,2025,112,36.31,7.01,0.54,0.0
14561,19.5,78.75,2025,112,36.5,8.04,0.52,0.0
14562,19.5,79.375,2025,112,36.86,9.19,0.54,0.0
14563,19.5,80.0,2025,112,36.84,10.53,0.57,0.0
14564,20.0,73.75,2025,112,30.96,7.43,0.56,0.0
14565,20.0,74.375,2025,112,32.69,5.76,0.57,0.0
14566,20.0,75.0,2025,112,33.22,5.44,0.59,0.0
14567,20.0,75.625,2025,112,33.33,5.06,0.59,0.0
14568,20.0,76.25,2025,112,34.02,4.85,0.59,0.0
14569,20.0,76.875,2025,112,34.5,5.07,0.57,0.0
14570,20.0,77.5,2025,112,35.01,5.25,0.55,0.0
14571,20.0,78.125,2025,112,36.35,5.31,0.55,0.0
14572,20.0,78.75,2025,112,36.92,5.95,0.59,0.0
14573,20.0,79.375,2025,112,36.96,7.22,0.58,0.0
14574,20.0,80.0,2025,112,36.71,8.75,0.53,0.0
14575,18.0,73.75,2025,113,31.49,10.16,0.48,0.25
14576,18.0,74.375,2025,113,33.1,7.94,0.57,0.22
14577,18.0,75.0,2025,113,34.99,7.15,0.59,0.23
14578,18.0,75.625,2025,113,35.86,7.08,0.59,0.19
14579,18.0,76.25,2025,113,35.42,7.32,0.59,0.04
14580,18.0,76.875,2025,113,35.06,8.11,0.59,0.0
14581,18.0,77.5,2025,113,34.77,9.47,0.58,0.0
14582,18.0,78.125,2025,113,34.36,10.74,0.46,0.0
14583,18.0,78.75,2025,113,34.53,11.11,0.46,0.0
14584,18.0,79.375,2025,113,36.04,11.29,0.46,0.0
14585,18.0,80.0,2025,113,35.84,11.91,0.46,0.0
14586,18.5,73.75,2025,113,31.42,9.0,0.48,0.02
14587,18.5,74.375,2025,113,33.66,6.65,0.57,0.04
14588,18.5,75.0,2025,113,34.51,5.78,0.59,0.04
14589,18.5,75.625,2025,113,34.58,5.71,0.59,0.02
14590,18.5,76.25,2025,113,34.65,5.83,0.59,0.0
14591,18.5,76.875,2025,113,35.23,6.36,0.59,0.0
14592,18.5,77.5,2025,113,36.18,7.62,0.59,0.0
14593,18.5,78.125,2025,113,35.98,9.86,0.53,0.0
14594,18.5,78.75,2025,113,36.23,10.74,0.53,0.0
14595,18.5,79.375,2025,113,37.18,11.22,0.52,0.0
14596,18.5,80.0,2025,113,36.87,11.74,0.5,0.0
14597,19.0,73.75,2025,113,31.99,7.94,0.46,0.0
14598,19.0,74.375,2025,113,33.42,5.64,0.53,0.0
14599,19.0,75.0,2025,113,34.17,5.14,0.59,0.0
14600,19.0,75.625,2025,113,34.49,5.17,0.59,0.0
14601,19.0,76.25,2025,113,34.93,5.12,0.59,0.0
14602,19.0,76.875,2025,113,35.59,5.14,0.59,0.0
14603,19.0,77.5,2025,113,36.24,5.62,0.56,0.0
14604,19.0,78.125,2025,113,36.62,7.78,0.57,0.0
14605,19.0,78.75,2025,113,36.83,10.02,0.54,0.0
14606,19.0,79.375,2025,113,37.48,11.22,0.56,0.0
14607,19.0,80.0,2025,113,37.14,11.88,0.56,0.0
14608,19.5,73.75,2025,113,32.36,6.86,0.51,0.0
14609,19.5,74.375,2025,113,33.51,4.99,0.53,0.0
14610,19.5,75.0,2025,113,34.33,4.93,0.59,0.0
14611,19.5,75.625,2025,113,34.94,5.0,0.59,0.0
14612,19.5,76.25,2025,113,35.43,4.87,0.59,0.0
14613,19.5,76.875,2025,113,35.57,4.82,0.57,0.0
14614,19.5,77.5,2025,113,35.7,4.68,0.52,0.0
14615,19.5,78.125,2025,113,36.56,5.63,0.54,0.0
14616,19.5,78.75,2025,113,36.83,8.26,0.51,0.0
14617,19.5,79.375,2025,113,37.21,10.74,0.54,0.0
14618,19.5,80.0,2025,113,36.85,11.92,0.57,0.0
14619,20.0,73.75,2025,113,32.15,6.29,0.56,0.0
14620,20.0,74.375,2025,113,33.65,4.84,0.57,0.0
14621,20.0,75.0,2025,113,34.04,4.7,0.59,0.0
14622,20.0,75.625,2025,113,34.14,4.6,0.59,0.0
14623,20.0,76.25,2025,113,34.72,4.51,0.59,0.0
14624,20.0,76.875,2025,113,35.07,4.55,0.57,0.0
14625,20.0,77.5,2025,113,35.55,4.56,0.55,0.0
14626,20.0,78.125,2025,113,36.66,4.7,0.55,0.0
14627,20.0,78.75,2025,113,37.09,6.01,0.59,0.0
14628,20.0,79.375,2025,113,37.18,8.81,0.58,0.0
14629,20.0,80.0,2025,113,36.57,10.89,0.53,0.0
14630,18.0,73.75,2025,114,30.73,10.26,0.48,0.12
14631,18.0,74.375,2025,114,31.99,8.45,0.57,0.15
14632,18.0,75.0,2025,114,33.9,7.12,0.59,0.18
14633,18.0,75.625,2025,114,34.94,6.37,0.59,0.74
14634,18.0,76.25,2025,114,34.58,7.09,0.6,2.38
14635,18.0,76.875,2025,114,34.33,8.15,0.6,2.86
14636,18.0,77.5,2025,114,34.52,8.48,0.58,1.02
14637,18.0,78.125,2025,114,34.34,8.87,0.46,0.37
14638,18.0,78.75,2025,114,34.57,8.71,0.46,0.02
14639,18.0,79.375,2025,114,35.95,9.39,0.46,0.0
14640,18.0,80.0,2025,114,35.53,10.78,0.46,0.0
14641,18.5,73.75,2025,114,30.6,9.68,0.48,0.01
14642,18.5,74.375,2025,114,32.74,7.9,0.57,0.0
14643,18.5,75.0,2025,114,33.82,6.1,0.59,0.03
14644,18.5,75.625,2025,114,34.04,5.1,0.59,0.29
14645,18.5,76.25,2025,114,34.2,5.2,0.59,0.93
14646,18.5,76.875,2025,114,34.67,5.77,0.59,1.14
14647,18.5,77.5,2025,114,35.36,6.37,0.59,0.37
14648,18.5,78.125,2025,114,35.29,7.5,0.52,0.09
14649,18.5,78.75,2025,114,35.74,7.82,0.53,0.0
14650,18.5,79.375,2025,114,36.99,8.66,0.52,0.0
14651,18.5,80.0,2025,114,36.82,9.89,0.5,0.0
14652,19.0,73.75,2025,114,30.69,9.9,0.46,0.0
14653,19.0,74.375,2025,114,32.52,7.47,0.53,0.0
14654,19.0,75.0,2025,114,33.77,5.73,0.59,0.0
14655,19.0,75.625,2025,114,34.29,4.96,0.59,0.05
14656,19.0,76.25,2025,114,34.79,4.68,0.59,0.18
14657,19.0,76.875,2025,114,35.27,4.64,0.59,0.23
14658,19.0,77.5,2025,114,35.65,4.8,0.56,0.06
14659,19.0,78.125,2025,114,35.82,5.57,0.57,0.01
14660,19.0,78.75,2025,114,36.27,6.62,0.54,0.0
14661,19.0,79.375,2025,114,37.18,7.91,0.56,0.0
14662,19.0,80.0,2025,114,37.13,9.29,0.56,0.0
14663,19.5,73.75,2025,114,30.79,9.63,0.51,0.0
14664,19.5,74.375,2025,114,32.67,7.09,0.53,0.0
14665,19.5,75.0,2025,114,34.13,5.87,0.59,0.0
14666,19.5,75.625,2025,114,34.94,5.2,0.59,0.0
14667,19.5,76.25,2025,114,35.34,4.74,0.59,0.0
14668,19.5,76.875,2025,114,35.34,4.48,0.57,0.01
14669,19.5,77.5,2025,114,35.48,4.23,0.52,0.0
14670,19.5,78.125,2025,114,36.06,4.42,0.54,0.0
14671,19.5,78.75,2025,114,36.51,5.4,0.51,0.0
14672,19.5,79.375,2025,114,37.06,7.04,0.54,0.0
14673,19.5,80.0,2025,114,36.85,8.68,0.57,0.0
14674,20.0,73.75,2025,114,30.79,8.8,0.56,0.0
14675,20.0,74.375,2025,114,33.07,6.89,0.57,0.0
14676,20.0,75.0,2025,114,34.14,6.04,0.59,0.0
14677,20.0,75.625,2025,114,34.31,5.4,0.59,0.0
14678,20.0,76.25,2025,114,34.72,4.88,0.59,0.0
14679,20.0,76.875,2025,114,34.88,4.51,0.57,0.0
14680,20.0,77.5,2025,114,35.27,4.23,0.55,0.0
14681,20.0,78.125,2025,114,36.29,4.18,0.55,0.0
14682,20.0,78.75,2025,114,36.84,4.55,0.59,0.0
14683,20.0,79.375,2025,114,37.18,5.89,0.58,0.0
14684,20.0,80.0,2025,114,36.63,7.6,0.53,0.0
14685,18.0,73.75,2025,115,30.78,9.78,0.48,0.0
14686,18.0,74.375,2025,115,32.3,8.55,0.57,0.01
14687,18.0,75.0,2025,115,34.14,8.38,0.59,0.04
